root_id,primary_type,additional_type(s)
720575940629666938,T4a,
720575940629666971,OCC02a,OCG07
720575940629667065,BM_InOm,
720575940629667151,TmY4,
720575940629667407,T1,
720575940629667602,Li05,CB3848
720575940629667710,Dm3p,Dm3
720575940629667945,TmY5a,
720575940629668201,CB1917,
720575940629668687,TmY4,
720575940629668711,Dm3q,Dm3
720575940629668713,LPC1,
720575940629669175,CL022,
720575940629669433,AN_GNG_190,
720575940629669531,LC10a,LC10
720575940629669623,CB2243,
720575940629669758,Dm2,
720575940629669879,KCg-m,
720575940629670299,L4,
720575940629670394,Tm1,
720575940629670723,AN_GNG_197,
720575940629670735,CB2140,
720575940629670761,Dm8b,Dm8
720575940629670906,TmY11,
720575940629671015,Sm10,
720575940629671235,KCg-m,
720575940629671294,T4d,
720575940629671418,Dm8a,Dm8
720575940629671440,Mi15,
720575940629671468,Tm3,
720575940629671491,KCapbp-m,KCab-m
720575940629671499,SMP452,
720575940629671696,Mi1,
720575940629671785,Li10,CB3819
720575940629671802,LHPV3b1_b,
720575940629671952,LPi10,
720575940629672041,Pm08,Pm2
720575940629672300,SLP274,
720575940629672318,T4d,
720575940629672442,Tm2,
720575940629672642,CB1918,
720575940629672783,Dm3q,Dm3
720575940629673004,R8,
720575940629673209,CB2341,
720575940629673436,Tm1,
720575940629673687,Y3,
720575940629673692,ORN_DA4l,
720575940629673771,R8,
720575940629673772,Tm5a,
720575940629673987,Mi15,
720575940629674191,Tm2,
720575940629674460,CB2202,
720575940629674770,LAL110,
720575940629674809,LC17,
720575940629674857,TmY10,CB3816
720575940629675595,KCab,KCab-m
720575940629675855,L2,
720575940629675902,CB1927,
720575940629676035,Pm04,CB3847
720575940629676363,KCg-d,
720575940629676367,Mi1,
720575940629676396,LC10d,LC10
720575940629676495,SLP382,
720575940629676599,T5a,
720575940629676666,T5b,
720575940629676857,AN_GNG_146,
720575940629676926,LHAV3d1,
720575940629677112,CB3400,
720575940629677391,Y1,
720575940629677509,ORN_VM5v,
720575940629677655,ORN_VA2,
720575940629678123,R1-6,
720575940629678124,Mi1,
720575940629678339,R1-6,
720575940629678586,TmY4,
720575940629678697,R8,
720575940629678718,Tm9,
720575940629678842,Dm8b,Dm8
720575940629678864,C3,
720575940629678974,MLt3,CB3836
720575940629680207,Mi10,
720575940629680379,WED168,
720575940629680634,TmY10,CB3816
720575940629680766,Mi13,
720575940629681168,TuBu09,TuBu10
720575940629681278,LHPV10c1,
720575940629681411,L2,
720575940629681819,C3,C2
720575940629682028,LTe50,PLP070
720575940629682179,R1-6,
720575940629682396,CB2478,
720575940629682751,Tm9,
720575940629682895,T4b,
720575940629683047,Mi15,
720575940629683062,ER2,
720575940629683279,Mi9,
720575940629683500,LAL104,LAL105
720575940629683707,PVLP074,
720575940629683959,Li11,CB3828
720575940629684474,Tm3,
720575940629684535,Y3,
720575940629684739,TmY20,
720575940629684792,CL121,"CL122, aDT5a"
720575940629685724,CB1262,
720575940629686266,Tm1,
720575940629686267,CB1901,
720575940629686315,R1-6,
720575940629686339,DNpe012,PS227
720575940629686572,R1-6,
720575940629686863,R1-6,
720575940629687143,T4c,
720575940629687824,cM19,"PVLP046, GNG_pr01"
720575940629687913,LC13,
720575940629688375,PLP067b,PLP067
720575940629688850,Li13,
720575940629688875,R1-6,
720575940629689083,LHPV5b6,
720575940629689541,BM_InOm,
720575940629689943,Dm3v,Dm3
720575940629689982,AVLP037,AVLP038
720575940629690575,L4,
720575940629690883,T4b,
720575940629690923,R1-6,
720575940629691386,L5,
720575940629691471,L4,
720575940629691753,EPG,
720575940629692155,PS209,
720575940629692715,T1,
720575940629693050,T5a,
720575940629693239,KCg-m,
720575940629693287,T3,
720575940629693302,HRN_VP5,
720575940629693946,Tm5c,
720575940629693995,L1-3,
720575940629694027,KCg-m,
720575940629694330,Tm4,
720575940629694970,Mi9,
720575940629695787,L1-3,
720575940629696215,KCg-d,
720575940629696299,CB2710,WEDPN8C
720575940629696323,LPLC4,
720575940629696727,T4b,
720575940629697018,TmY3,
720575940629697039,MeTu4c,"MeTu4, MC61, MC64"
720575940629697323,T2,
720575940629697530,Tm4,
720575940629697786,Sm07,Dm21
720575940629697834,Tm3,
720575940629697835,T3,
720575940629698012,CB3392,
720575940629698151,T1,
720575940629698298,Mi9,
720575940629698407,Dm3q,Dm3
720575940629698551,TmY4,
720575940629699063,T5b,
720575940629699322,L5,
720575940629699415,T5b,
720575940629699433,AVLP558,
720575940629699781,CB.FB2E1,
720575940629699883,Tm5a,
720575940629700090,Mi4,
720575940629700138,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629700611,Tm36,
720575940629701246,T5a,
720575940629701370,Mi9,
720575940629701379,TmY3,
720575940629701451,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6"
720575940629701484,PS126,
720575940629701737,CB0010,
720575940629701881,CB0429,
720575940629702014,Tm25,Tm12
720575940629702699,Tm9,
720575940629702905,LAL170,
720575940629703015,L1,
720575940629703171,R1-6,
720575940629703273,Tm21,Tm6
720575940629703503,T4d,
720575940629703722,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629703724,Mi1,
720575940629703740,LC17,
720575940629703785,Dm9,
720575940629703939,T2a,
720575940629704041,Tm34,
720575940629704058,T5c,
720575940629704062,Tm4,
720575940629704187,PS192,
720575940629704210,LPT53,
720575940629704252,TuBu08,
720575940629704297,AN_GNG_196,
720575940629704553,CB3738,
720575940629704574,Tm32,
720575940629704791,Dm3p,Dm3
720575940629705321,Lai,Am
720575940629705514,CB0943,
720575940629705577,T2a,
720575940629705978,Dm10,
720575940629706256,Pm03,Pm2
720575940629706343,L2,
720575940629706362,LHAV4b1,
720575940629706496,JO-E,
720575940629706618,LHAV2a3b,LHAV2a3
720575940629707002,LC34,
720575940629707008,BM_InOm,
720575940629707068,ORN_VM7v,
720575940629707484,T5d,
720575940629707628,T4d,
720575940629707740,T5b,
720575940629708075,R1-6,
720575940629708304,TmY5a,
720575940629708482,WED046,
720575940629708994,CB1691,
720575940629708997,CB1861,
720575940629709182,CB3148,
720575940629709250,WED015,
720575940629709438,T2a,
720575940629709879,R1-6,
720575940629710183,T2a,
720575940629710444,ORN_DC1,
720575940629711376,ER3d,
720575940629711610,LPC2,
720575940629711977,T3,
720575940629712322,CL269,
720575940629712640,CB0318,
720575940629712727,PFNd,
720575940629712762,LCe01a,LC24
720575940629713680,MLt2,
720575940629713719,T5c,
720575940629713743,Tm21,Tm6
720575940629713767,Dm3v,Dm3
720575940629713769,T5b,
720575940629713963,T2,
720575940629713980,CB2519,
720575940629714042,Tm25,Tm12
720575940629714179,TmY3,
720575940629714476,CB0545,
720575940629714704,ATL017,ATL018
720575940629714793,R1-6,
720575940629714999,Mi1,
720575940629715305,LCe07,
720575940629715322,T2a,
720575940629715450,Tm5f,Tm5Y
720575940629715834,Mi9,
720575940629715984,Pm03,Pm2
720575940629716329,Tm5e,CB3864
720575940629716332,Dm3v,Dm3
720575940629716474,MeTu4c,
720575940629716730,Tm3,
720575940629716779,R1-6,
720575940629717034,KCab,KCab-s
720575940629717097,SA_VTV_5,
720575940629717251,R1-6,
720575940629717353,T3,
720575940629717370,CB1470,
720575940629719404,JO-FDA,
720575940629719422,CB0948,
720575940629719811,R1-6,
720575940629720107,Y3,
720575940629720311,T5d,
720575940629720567,Tm32,
720575940629720835,Mi2,
720575940629720848,ER4d,
720575940629720958,CB0948,
720575940629721130,Mi1,
720575940629721338,Mi9,
720575940629721399,ORN_VM2,
720575940629721687,L3,
720575940629722191,Dm11,
720575940629722410,Tm5e,CB3864
720575940629722896,R1-6,
720575940629723006,L1,
720575940629723139,R1-6,
720575940629723152,R1-6,
720575940629723241,L2,
720575940629723434,KCg-m,
720575940629723639,T4a,
720575940629723690,KCg-m,
720575940629724030,Tm5c,
720575940629724247,ORN_DM3,
720575940629724354,KCg-m,
720575940629724367,CB1750,
720575940629724380,M_vPNml53,
720575940629724411,ORN_DM6,
720575940629724495,C2,
720575940629724519,Tm21,Tm6
720575940629724777,LTe09,
720575940629725033,AN_AVLP_GNG_16,
720575940629725302,SLP402c,"SMP426c, SLP402, SMP426"
720575940629725545,DNge091,
720575940629725711,KCab,KCab-s
720575940629726039,Mi9,
720575940629726458,TmY11,
720575940629726569,MLt3,CB3836
720575940629726590,LHPD3a4,
720575940629726714,Tm1,
720575940629726979,R1-6,
720575940629726992,Dm3q,Dm3
720575940629727226,TmY5a,
720575940629727488,T2,
720575940629727747,T1,
720575940629727991,Tm1,
720575940629727994,Tm4,
720575940629728259,Li06,
720575940629728732,ORN_DM1,
720575940629728811,mALB5,
720575940629728894,Tm9,
720575940629728988,ORN_DM4,
720575940629729018,L5,
720575940629729084,CB1023,
720575940629729787,LC12,
720575940629730064,MTe51,MC62
720575940629730263,KCg-m,
720575940629730268,T5d,
720575940629730298,Tm1,
720575940629730575,BM_InOm,
720575940629730754,T5b,
720575940629730810,TmY3,
720575940629730934,SMP051,
720575940629731075,Mi4,
720575940629731128,CB1608,
720575940629731227,Tm1,
720575940629731344,Tm37,
720575940629731371,Mi4,
720575940629731579,CRE056,
720575940629731856,R1-6,
720575940629732175,R1-6,
720575940629733114,ER4d,
720575940629733314,KCab,KCab-m
720575940629733443,CB2152,
720575940629733626,VA1v_adPN,
720575940629734147,T5b,
720575940629734231,Mi9,
720575940629734442,KCab,KCab-c
720575940629734487,T5b,
720575940629734522,C3,
720575940629735163,KCapbp-ap1,KCab-ap1
720575940629735294,T5a,
720575940629735724,TmY11,
720575940629735802,Mi15,
720575940629736058,Dm2,
720575940629736310,CB1820,
720575940629736443,BM_InOm,
720575940629736720,DNd05,CL124
720575940629737210,Dm3p,Dm3
720575940629737731,T2,
720575940629737771,R1-6,
720575940629738539,Dm12,
720575940629738575,R1-6,
720575940629738752,L5,
720575940629738795,R8,
720575940629739068,AN_SPS_IPS_4,
720575940629739087,Y3,
720575940629739202,L3,L5
720575940629739792,Y3,
720575940629740111,R1-6,
720575940629740414,Dm2,
720575940629740538,Tm3,
720575940629740560,Tm5a,
720575940629740843,Y3,
720575940629740994,Tm3,
720575940629741051,CB3300,
720575940629741135,Mi9,
720575940629741671,T2,
720575940629741694,C3,
720575940629741827,R1-6,
720575940629742608,Dm20,
720575940629742714,TmY5a,
720575940629742718,DNg09,
720575940629742786,T2,
720575940629743063,JO-EVL,
720575940629743609,LC21,
720575940629743738,Tm20,
720575940629743915,R1-6,
720575940629743927,T5d,
720575940629743998,Mi9,
720575940629744378,Tm27,TmY18
720575940629744599,CB0207,
720575940629744719,Dm3q,Dm3
720575940629744762,TmY9q,TmY9
720575940629745022,AN_GNG_6,
720575940629745463,Tm5e,CB3864
720575940629745655,T2a,
720575940629745743,R1-6,
720575940629745980,LC14b,LC14
720575940629746038,PVLP102,
720575940629746046,Dm3v,Dm3
720575940629746176,PLP065b,PLP065
720575940629746179,Lai,L1-3
720575940629746423,Tm27,TmY18
720575940629746435,R1-6,
720575940629746626,KCg-m,
720575940629746732,Tm2,
720575940629747218,SLP189,
720575940629747459,R1-6,
720575940629748188,Tm5f,Tm5Y
720575940629748606,AN_GNG_SAD_35,
720575940629748891,ocellar_retinula_cell,
720575940629749008,Y3,
720575940629749114,L5,
720575940629749308,AVLP046,
720575940629749442,Mi15,
720575940629749547,R8,
720575940629749559,CB2616,
720575940629749607,T1,
720575940629750007,LPi02,
720575940629750060,MTe54,
720575940629750138,4I3,"CB.FB3, FB4A, FB4D, FB4E, FB4F, FB4G, FB4H, FB4I, FB4J"
720575940629750142,Mi15,
720575940629750275,Dm3q,Dm3
720575940629750571,R1-6,
720575940629750778,Mi9,
720575940629750844,Tm9,
720575940629750872,R1-6,
720575940629751043,LMa1,
720575940629751674,TmY9q,TmY9
720575940629751802,Mi10,
720575940629751808,Tm1,
720575940629751930,Tm36,
720575940629752067,R1-6,
720575940629752080,R1-6,
720575940629752190,AN_multi_112,
720575940629752204,BM_MaPa,
720575940629752219,VP2+_adPN,
720575940629752514,Tm21,Tm6
720575940629752655,LMa2,CB3824
720575940629752887,Tm25,Tm12
720575940629752987,R1-6,
720575940629753551,SLP024b,SLP024
720575940629753807,LC4,
720575940629753856,T4b,
720575940629754234,T4c,
720575940629754411,R1-6,
720575940629754667,L3,
720575940629754818,CB3404,
720575940629754936,FS1A,FS1B
720575940629755395,L1-3,
720575940629755770,Tm21,Tm6
720575940629755774,L1,
720575940629755947,T5b,
720575940629756524,MeTu4c,"MeTu4, MC61, MC64"
720575940629756556,LC10e,LC10
720575940629756663,T2a,
720575940629757015,Dm15,
720575940629757036,DNp04,
720575940629757050,Tm4,
720575940629757272,R1-6,
720575940629757496,FC1A,"FC1B, FC1F"
720575940629757739,R8,
720575940629757994,FS4A,"FS4B, FS4C"
720575940629758251,Dm2,
720575940629758330,T5d,
720575940629758459,LC10c,LC10
720575940629758762,PFNd,
720575940629759787,Tm1,
720575940629759788,T5a,
720575940629760335,Dm3q,Dm3
720575940629760364,Mi9,
720575940629760419,L5,
720575940629760567,CRE080c,CRE080
720575940629760871,T4d,
720575940629760890,Tm21,Tm6
720575940629761017,BM_dOcci,
720575940629761103,R1-6,
720575940629761146,T4a,
720575940629761179,L5,
720575940629761435,Sm03,
720575940629761591,AVLP013,aSP6
720575940629761691,Tm25,Tm12
720575940629761914,Dm3v,Dm3
720575940629762043,CB1420,aSP31
720575940629762426,T4b,
720575940629762554,Mi9,
720575940629763065,SLP451a,SLP451
720575940629763075,Sm20,CB3832
720575940629763575,SMP182,
720575940629763663,Mi1,
720575940629763966,Tm16,
720575940629764099,Tm1,
720575940629764601,LLPC3,
720575940629764858,Tm3,
720575940629764906,CB2537,
720575940629764943,Lawf2,
720575940629765138,CB2893,
720575940629765314,LHAD1a2,pSP3
720575940629765418,MeTu1,"MC61, MC64"
720575940629765451,KCab,KCab-c
720575940629765502,Tm1,
720575940629765647,KCapbp-ap1,KCab-ap1
720575940629765675,R7,
720575940629765758,Mi4,
720575940629766095,LLPC1,
720575940629766247,T4c,
720575940629766266,CB0021,
720575940629766403,Tm20,
720575940629766479,LMt3,CB3821
720575940629766615,CB0013,
720575940629766649,CB3739,
720575940629766759,T4d,
720575940629766782,JO-B,
720575940629766906,Tm1,
720575940629767015,T4c,
720575940629767161,ORN_DM6,
720575940629767379,Tm25,Tm12
720575940629767418,LC10a,LC10
720575940629768523,AVLP232,
720575940629768722,PLP228,
720575940629768826,Dm2,
720575940629768919,CB3404,
720575940629769086,CB1235,
720575940629769207,Tm27,TmY18
720575940629769669,C3,
720575940629770256,L4,
720575940629771071,Tm1,
720575940629771111,Tm9,
720575940629771257,LC11,
720575940629771308,T5c,
720575940629771523,Sm12,
720575940629771583,T5c,
720575940629772074,Li15,CB3829
720575940629772075,LPi04,
720575940629772414,Sm04,
720575940629772795,CB3503,
720575940629772842,LC10d,LC10
720575940629773276,CB0421,
720575940629773306,T2a,
720575940629773527,LPi02,
720575940629773655,Tm1,
720575940629773827,Tm5d,CB3851
720575940629774071,T4c,
720575940629774274,DNge144,
720575940629774891,PAM02,
720575940629775311,T4d,
720575940629775324,TmY15,
720575940629775863,L1,
720575940629775872,Sm04,
720575940629776502,CB2863,
720575940629777018,DNp11,
720575940629777411,R1-6,
720575940629777475,CB2501,
720575940629777495,Tm21,Tm6
720575940629778114,Dm2,
720575940629778179,LC21,
720575940629778587,LPLC1,
720575940629778987,R8,
720575940629779499,Lai,Am
720575940629780031,Tm20,
720575940629780055,CB3753,
720575940629780224,Tm20,
720575940629780739,R1-6,
720575940629780858,CB0058,
720575940629781264,R1-6,
720575940629781659,MLt6,
720575940629781698,T5d,
720575940629781754,Tm2,
720575940629782072,DNpe012,DNp16
720575940629782091,KCg-m,
720575940629782275,Pm02,Pm1
720575940629782335,Tm1,
720575940629782469,T4b,
720575940629782683,Tm2,
720575940629782748,ORN_DA3,
720575940629782787,Tm4,
720575940629782863,Dm15,
720575940629783082,CB1250,
720575940629783158,CB1152,
720575940629783555,L5,
720575940629783692,CB2522,
720575940629783811,R7,
720575940629784108,T4a,
720575940629784219,LPTe02,PLP207
720575940629784314,Sm02,
720575940629784376,CB2118,
720575940629784475,Tm2,
720575940629784702,C3,
720575940629785183,R1-6,
720575940629785347,Sm02,
720575940629785982,T4b,
720575940629786103,PFNm,PFNp
720575940629786412,LC17,
720575940629786447,C3,
720575940629786490,T4a,
720575940629786624,PS019,
720575940629786639,BM_vOcci_vPoOr,
720575940629786746,CB0207,
720575940629786779,Mi1,
720575940629786959,C3,
720575940629786998,SMP291,
720575940629787006,Tm25,Tm12
720575940629787223,LPLC1,
720575940629787244,KCab,KCab-m
720575940629787291,Tm21,Tm6
720575940629787330,Mi15,
720575940629787547,Mi2,
720575940629787651,R7,
720575940629788012,KCg-m,
720575940629788098,T4c,
720575940629788542,T5b,
720575940629788983,KCapbp-ap1,KCab-ap1
720575940629789007,R8,
720575940629789292,KCg-m,
720575940629789310,SMP314b,SMP314
720575940629789543,T5b,
720575940629789562,CB3503,
720575940629789660,AVLP508,
720575940629789712,R1-6,
720575940629790224,Tm20,
720575940629790263,AVLP417,AVLP438
720575940629790506,L1,
720575940629790507,L1,L5
720575940629790736,R1-6,
720575940629791019,L1,
720575940629791232,T5d,
720575940629791275,LC9,
720575940629791288,SMP406,
720575940629791311,T4d,
720575940629791504,CB1298,
720575940629791563,LTe58,PLP153
720575940629792018,BM_InOm,
720575940629792060,DNge100,
720575940629792620,KCab,KCab-c
720575940629792732,lLN1_bc,"lLN1_b, lLN1_c"
720575940629793552,C3,
720575940629793691,Tm21,Tm6
720575940629793989,Y3,
720575940629794295,T4a,
720575940629794304,T3,
720575940629794348,CB1758,
720575940629794412,LLPC3,
720575940629794603,R1-6,
720575940629794616,Tm20,
720575940629794700,AN_GNG_90,
720575940629794819,Tm5b,CB3852
720575940629794919,C2,
720575940629795227,C2,
720575940629795331,LC26,
720575940629795483,T2a,
720575940629795739,TmY20,
720575940629795958,CB2098,
720575940629796111,CB1654,
720575940629796175,Lawf2,
720575940629796218,L5,
720575940629796222,CB2237,
720575940629796507,Tlp1,
720575940629796603,CB2229,
720575940629796986,Dm10,
720575940629797115,MLt1,CB3833
720575940629797180,T5c,
720575940629797648,R8,
720575940629797904,R7,R8
720575940629798082,LHPV2a2,
720575940629798672,MLt1,CB3833
720575940629799323,R7,
720575940629799362,Tm9,
720575940629799440,R1-6,
720575940629799877,Tm27,TmY18
720575940629799952,LPi09,CB3857
720575940629800318,Sm10,
720575940629800347,Mi1,
720575940629800645,Tm4,
720575940629800698,Sm04,
720575940629800830,Sm08,Dm21
720575940629801219,PS087,
720575940629801291,FS3,
720575940629801295,TmY31,TmYem1
720575940629801410,SLP314,
720575940629801413,T4c,
720575940629801598,L1,
720575940629801770,Tm1,
720575940629801975,TmY9q,TmY9
720575940629802110,Tm2,
720575940629802139,Mi15,
720575940629802878,TmY20,
720575940629803026,PLP042c,PLP042
720575940629803264,KCapbp-ap1,KCab-ap1
720575940629803458,C3,
720575940629804026,Tm3,
720575940629804087,T5c,
720575940629804158,CB0827,
720575940629804252,Tm35,
720575940629804414,JO-B,
720575940629804544,KCg-m,
720575940629804699,C3,
720575940629804857,KCab,KCab-m
720575940629805071,LAL006,
720575940629805327,AOTU008b,AOTU008
720575940629805372,CB3479,
720575940629805571,R1-6,
720575940629805950,DNg35,
720575940629806075,Tm7,
720575940629806206,JO-B,
720575940629806710,TmY3,
720575940629806807,CB1821,
720575940629806974,DNge078,
720575940629807042,Dm2,
720575940629807354,T5c,
720575940629807719,Tm9,
720575940629808539,C3,
720575940629808795,Pm09,CB3856
720575940629808837,TmY4,
720575940629808911,l_NSC_ITP,ITP
720575940629808940,T4c,
720575940629809231,R1-6,
720575940629809936,Dm10,Dm9
720575940629809999,T1,
720575940629810219,L2,
720575940629810316,AN_AVLP_48,
720575940629810704,R1-6,
720575940629810748,CB0871,
720575940629810791,R1-6,
720575940629810882,AN_GNG_122,
720575940629811019,BM_InOm,
720575940629811574,CB3777,
720575940629811582,Mi9,
720575940629812284,BM_InOm,
720575940629812346,DNde002,VES029
720575940629812602,CB0357,
720575940629813839,R1-6,
720575940629814060,KCapbp-m,KCab-m
720575940629814071,T4c,
720575940629814103,CB1920,
720575940629814138,Tm21,Tm6
720575940629814332,BM_InOm,
720575940629814863,LPi02,
720575940629815056,L1,
720575940629815490,T5c,
720575940629815631,Mi14,
720575940629816320,TmY4,
720575940629817104,PS002,
720575940629817243,Dm8a,Dm8
720575940629817603,Dm2,
720575940629817722,Tm25,Tm12
720575940629817849,LC10a,LC10
720575940629819002,Mi2,
720575940629819095,R1-6,
720575940629819330,Sm07,Dm21
720575940629819510,Dm2,
720575940629819547,Mi9,
720575940629819586,T4d,
720575940629819842,Tm3,
720575940629819845,Tm20,
720575940629819855,MeTu4d,"MeTu4, MC61, MC64"
720575940629820026,Sm02,
720575940629820239,AVLP547,
720575940629820571,Tm20,
720575940629820715,L4,
720575940629820790,T5c,
720575940629820794,AN_GNG_VES_1,
720575940629820827,Sm08,Dm21
720575940629820972,T5c,
720575940629821483,T5d,
720575940629821497,TmY11,
720575940629821500,LB3,
720575940629821634,Tm9,
720575940629821696,T5c,
720575940629821740,CB0651,hb-1345277432
720575940629821756,ORN_VM6m,ORN_VC5
720575940629821775,LPi06,
720575940629822531,Mi4,
720575940629822604,AOTU062,pIP14
720575940629822763,Mi1,
720575940629822842,CB0617,
720575940629822914,Tm5c,
720575940629823531,Li22,Li2
720575940629823563,KCg-d,
720575940629823643,Mi15,
720575940629823735,Tm4,
720575940629823760,R1-6,
720575940629823993,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629824378,BM_Ant,
720575940629824825,CB1029,
720575940629824828,KCg-m,
720575940629824965,T5a,
720575940629825027,Dm8b,Dm8
720575940629825274,L4,
720575940629825296,R1-6,
720575940629825474,TmY9q,TmY9
720575940629825662,Tm5f,Tm5Y
720575940629826007,T4d,
720575940629826123,CB1382,
720575940629826295,T1,
720575940629826347,C3,
720575940629826807,CB2625,
720575940629827344,R1-6,
720575940629827483,L5,L3
720575940629827600,R1-6,
720575940629827856,R1-6,
720575940629827907,vDeltaF,"vDeltaG, vDeltaH, vDeltaI"
720575940629828037,Dm3v,Dm3
720575940629828151,SIP066,
720575940629828407,CB0164,
720575940629828455,Tm21,Tm6
720575940629828507,Sm18,
720575940629828687,R1-6,
720575940629828864,Tm2,
720575940629828880,R1-6,
720575940629828943,Tm20,
720575940629828990,T5a,
720575940629829123,R1-6,
720575940629829175,Mi1,
720575940629829275,Mi1,
720575940629829391,ORN_VM4,
720575940629829687,T5a,
720575940629830508,ORN_DA2,
720575940629830656,Tm5b,CB3852
720575940629830700,CB1454,
720575940629830759,Dm3p,Dm3
720575940629830782,C3,
720575940629831323,LPi11,CB3826
720575940629831724,Tm2,
720575940629831783,Tm21,Tm6
720575940629831806,Tm9,
720575940629832195,R8,
720575940629832207,CB1501,
720575940629832208,R8,
720575940629832252,ORN_DA4l,
720575940629832491,LMa4,
720575940629832527,R1-6,
720575940629832978,KCg-m,
720575940629833003,Li18,
720575940629833020,DNge010,
720575940629833259,Y3,
720575940629833472,T5a,
720575940629834240,C2,
720575940629834395,T1,
720575940629834768,R1-6,
720575940629834796,KCab,KCab-m
720575940629835255,T5b,
720575940629835390,T4d,
720575940629835419,R8,
720575940629835646,Tm5e,CB3864
720575940629835727,CB1288,
720575940629835819,C3,
720575940629836087,KCg-d,
720575940629836343,CRE078,
720575940629836396,T5d,
720575940629836611,SA1,
720575940629836793,CB1234,aDT6b
720575940629837059,R1-6,
720575940629837099,C2,
720575940629837100,T4b,
720575940629837306,Tm20,
720575940629837355,L2,
720575940629837527,CB3331,
720575940629837563,SLP239,
720575940629837568,Tm8a,Tm8
720575940629837628,BM_InOm,
720575940629837671,Tm20,
720575940629837819,R7,
720575940629837867,Mi13,
720575940629837868,T4a,
720575940629838080,T5a,
720575940629838123,L2,
720575940629839167,Tm9,
720575940629839171,FS4A,"FS4B, FS4C"
720575940629839619,Tm5c,
720575940629839738,Mi4,
720575940629839863,KCg-d,
720575940629839888,L2,
720575940629839947,CB1199,
720575940629840207,ER3d,
720575940629840375,Dm13,
720575940629840655,CB1585,
720575940629841255,L5,
720575940629841274,Mi9,
720575940629841530,Mi13,
720575940629842396,Sm15,
720575940629842499,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629842681,ORN_DM3,
720575940629842691,R1-6,
720575940629842719,T5a,
720575940629842882,Tm1,
720575940629842987,Y3,
720575940629843499,Tm16,
720575940629843755,Dm15,
720575940629843767,CL234,
720575940629843986,CB2891,
720575940629844011,Pm08,Pm2
720575940629844346,Tm25,Tm12
720575940629844854,Dm3p,Dm3
720575940629845291,L2,
720575940629845303,SMP077,
720575940629845352,T5c,
720575940629845442,PS164,PS165
720575940629845559,CL132,
720575940629845803,Tm16,
720575940629846059,L2,
720575940629846265,CB1316,
720575940629846288,C3,
720575940629846394,Dm3q,Dm3
720575940629846519,LLPC3,
720575940629846607,CB3864,
720575940629846636,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629846654,Tm35,
720575940629846722,DNp64,CL137
720575940629846775,T2,
720575940629846784,Tm9,
720575940629846841,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629846981,Tm7,CB3851
720575940629847436,SA_DLV,
720575940629847451,AN_GNG_25,
720575940629847490,CB0423,
720575940629847678,ORN_DA1,
720575940629847707,Li14,
720575940629847808,T5b,
720575940629848015,AVLP101,
720575940629848579,L5,
720575940629848679,MTe04,
720575940629849104,R8,
720575940629849148,Tm1,
720575940629849196,KCg-m,
720575940629849404,Tm3,
720575940629849797,Y12,
720575940629849916,Tm8a,Tm8
720575940629850105,AN_AVLP_23,
720575940629850371,R7,
720575940629850779,Mi2,
720575940629850895,LC27,
720575940629851436,T4d,
720575940629851496,WEDPN1A,
720575940629851514,Tm9,
720575940629851803,R1-6,
720575940629852059,R7,
720575940629852163,SMP555,"SMP556, aIPga"
720575940629852239,LC10a,LC10
720575940629852419,SMP116,
720575940629852866,LB3,
720575940629852972,Mi13,
720575940629853015,ORN_DL3,
720575940629853292,KCg-m,
720575940629853306,Dm3p,Dm3
720575940629853739,LMa1,
720575940629854326,CB0955,
720575940629854507,R1-6,
720575940629854521,CB2376,
720575940629854671,LC10d,LC10
720575940629854764,KCg-m,
720575940629854953,ORN_V,
720575940629855072,CB2881,
720575940629855340,KCg-m,
720575940629855567,R1-6,
720575940629855596,KCg-m,
720575940629855787,cL22a,IB013
720575940629855899,TmY9q__perp,TmY9
720575940629855964,Mi1,
720575940629856025,Mi1,
720575940629856044,KCg-m,
720575940629856194,T4a,
720575940629856312,LC10a,LC10
720575940629856471,Tm9,
720575940629856505,AN_AVLP_53,
720575940629856515,MBON09,
720575940629856556,T4b,
720575940629856667,Dm10,
720575940629856811,Pm05,Pm4
720575940629857146,Mi4,
720575940629857275,Dm10,
720575940629857359,R1-6,
720575940629857420,CB2567,
720575940629857579,L5,
720575940629857783,Mi1,
720575940629858346,SMP166,SMP167
720575940629858347,Pm05,Pm4
720575940629859115,CL111,
720575940629859371,C3,
720575940629859663,T5a,
720575940629860034,Sm13,
720575940629860089,JO-B,
720575940629860395,FS1A,FS1B
720575940629860507,R1-6,
720575940629860603,Tm4,
